Metric,Date,Value,Stock
Salaries And Wages,2023-12-31 00:00:00,,DRREDDY.NS
Gross Profit,2023-12-31 00:00:00,,DRREDDY.NS
Cost Of Revenue,2023-12-31 00:00:00,,DRREDDY.NS
Total Revenue,2023-12-31 00:00:00,,DRREDDY.NS
Operating Revenue,2023-12-31 00:00:00,,DRREDDY.NS
Tax Effect Of Unusual Items,2025-06-30 00:00:00,0.0,POWERGRID.NS
Tax Rate For Calcs,2025-06-30 00:00:00,0.202529,POWERGRID.NS
Normalized EBITDA,2025-06-30 00:00:00,93505000000.0,POWERGRID.NS
Net Income From Continuing Operation Net Minority Interest,2025-06-30 00:00:00,34177600000.0,POWERGRID.NS
Reconciled Depreciation,2025-06-30 00:00:00,31304700000.0,POWERGRID.NS
EBITDA,2025-06-30 00:00:00,93505000000.0,POWERGRID.NS
EBIT,2025-06-30 00:00:00,62200300000.0,POWERGRID.NS
Net Interest Income,2025-06-30 00:00:00,-19342800000.0,POWERGRID.NS
Interest Expense,2025-06-30 00:00:00,19342800000.0,POWERGRID.NS
Normalized Income,2025-06-30 00:00:00,34177600000.0,POWERGRID.NS
Net Income From Continuing And Discontinued Operation,2025-06-30 00:00:00,34177600000.0,POWERGRID.NS
Total Expenses,2025-06-30 00:00:00,51799500000.0,POWERGRID.NS
Diluted Average Shares,2025-06-30 00:00:00,9309179487.0,POWERGRID.NS
Basic Average Shares,2025-06-30 00:00:00,9309179487.0,POWERGRID.NS
Diluted EPS,2025-06-30 00:00:00,3.9,POWERGRID.NS
Basic EPS,2025-06-30 00:00:00,3.9,POWERGRID.NS
Diluted NI Availto Com Stockholders,2025-06-30 00:00:00,36305800000.0,POWERGRID.NS
Net Income Common Stockholders,2025-06-30 00:00:00,36305800000.0,POWERGRID.NS
Otherunder Preferred Stock Dividend,2025-06-30 00:00:00,0.0,POWERGRID.NS
Net Income,2025-06-30 00:00:00,36305800000.0,POWERGRID.NS
Net Income Including Noncontrolling Interests,2025-06-30 00:00:00,36305800000.0,POWERGRID.NS
Net Income Extraordinary,2025-06-30 00:00:00,2128200000.0,POWERGRID.NS
Net Income Continuous Operations,2025-06-30 00:00:00,34177600000.0,POWERGRID.NS
Tax Provision,2025-06-30 00:00:00,8679900000.0,POWERGRID.NS
Pretax Income,2025-06-30 00:00:00,42857500000.0,POWERGRID.NS
Other Non Operating Income Expenses,2025-06-30 00:00:00,2482000000.0,POWERGRID.NS
Net Non Operating Interest Income Expense,2025-06-30 00:00:00,-19342800000.0,POWERGRID.NS
Interest Expense Non Operating,2025-06-30 00:00:00,19342800000.0,POWERGRID.NS
Operating Income,2025-06-30 00:00:00,60162700000.0,POWERGRID.NS
Operating Expense,2025-06-30 00:00:00,51799500000.0,POWERGRID.NS
Other Operating Expenses,2025-06-30 00:00:00,14089100000.0,POWERGRID.NS
Depreciation And Amortization In Income Statement,2025-06-30 00:00:00,31304700000.0,POWERGRID.NS
Depreciation Income Statement,2025-06-30 00:00:00,31304700000.0,POWERGRID.NS
Total Revenue,2025-06-30 00:00:00,111962200000.0,POWERGRID.NS
Operating Revenue,2025-06-30 00:00:00,111962200000.0,POWERGRID.NS
Tax Effect Of Unusual Items,2025-03-31 00:00:00,0.0,POWERGRID.NS
Tax Rate For Calcs,2025-03-31 00:00:00,0.18335,POWERGRID.NS
Normalized EBITDA,2025-03-31 00:00:00,109193200000.0,POWERGRID.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,40924800000.0,POWERGRID.NS
Reconciled Depreciation,2025-03-31 00:00:00,31955100000.0,POWERGRID.NS
EBITDA,2025-03-31 00:00:00,105094700000.0,POWERGRID.NS
EBIT,2025-03-31 00:00:00,73139600000.0,POWERGRID.NS
Net Interest Income,2025-03-31 00:00:00,-2620500000.0,POWERGRID.NS
Interest Expense,2025-03-31 00:00:00,23026600000.0,POWERGRID.NS
Normalized Income,2025-03-31 00:00:00,40924800000.0,POWERGRID.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,40924800000.0,POWERGRID.NS
Total Expenses,2025-03-31 00:00:00,52472600000.0,POWERGRID.NS
Diluted Average Shares,2025-03-31 00:00:00,,POWERGRID.NS
Basic Average Shares,2025-03-31 00:00:00,,POWERGRID.NS
Diluted EPS,2025-03-31 00:00:00,,POWERGRID.NS
Basic EPS,2025-03-31 00:00:00,,POWERGRID.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,41428700000.0,POWERGRID.NS
Net Income Common Stockholders,2025-03-31 00:00:00,41428700000.0,POWERGRID.NS
Otherunder Preferred Stock Dividend,2025-03-31 00:00:00,0.0,POWERGRID.NS
Net Income,2025-03-31 00:00:00,41428700000.0,POWERGRID.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,41428700000.0,POWERGRID.NS
Net Income Extraordinary,2025-03-31 00:00:00,503900000.0,POWERGRID.NS
Net Income Continuous Operations,2025-03-31 00:00:00,40924800000.0,POWERGRID.NS
Tax Provision,2025-03-31 00:00:00,9188200000.0,POWERGRID.NS
Pretax Income,2025-03-31 00:00:00,50113000000.0,POWERGRID.NS
Other Non Operating Income Expenses,2025-03-31 00:00:00,3154500000.0,POWERGRID.NS
Net Non Operating Interest Income Expense,2025-03-31 00:00:00,-23026600000.0,POWERGRID.NS
Interest Expense Non Operating,2025-03-31 00:00:00,27125100000.0,POWERGRID.NS
Operating Income,2025-03-31 00:00:00,66291900000.0,POWERGRID.NS
Operating Expense,2025-03-31 00:00:00,23096300000.0,POWERGRID.NS
Other Operating Expenses,2025-03-31 00:00:00,-13702700000.0,POWERGRID.NS
Depreciation And Amortization In Income Statement,2025-03-31 00:00:00,31955100000.0,POWERGRID.NS
Depreciation Income Statement,2025-03-31 00:00:00,30695500000.0,POWERGRID.NS
Total Revenue,2025-03-31 00:00:00,122753500000.0,POWERGRID.NS
Operating Revenue,2025-03-31 00:00:00,122753500000.0,POWERGRID.NS
Tax Effect Of Unusual Items,2024-12-31 00:00:00,0.0,POWERGRID.NS
Tax Rate For Calcs,2024-12-31 00:00:00,0.222059,POWERGRID.NS
Normalized EBITDA,2024-12-31 00:00:00,100429200000.0,POWERGRID.NS
Net Income From Continuing Operation Net Minority Interest,2024-12-31 00:00:00,38191600000.0,POWERGRID.NS
Reconciled Depreciation,2024-12-31 00:00:00,32161900000.0,POWERGRID.NS
EBITDA,2024-12-31 00:00:00,100429200000.0,POWERGRID.NS
EBIT,2024-12-31 00:00:00,68267300000.0,POWERGRID.NS
Net Interest Income,2024-12-31 00:00:00,-19174100000.0,POWERGRID.NS
Interest Expense,2024-12-31 00:00:00,19174100000.0,POWERGRID.NS
Normalized Income,2024-12-31 00:00:00,38191600000.0,POWERGRID.NS
Net Income From Continuing And Discontinued Operation,2024-12-31 00:00:00,38191600000.0,POWERGRID.NS
Total Expenses,2024-12-31 00:00:00,49112400000.0,POWERGRID.NS
Diluted Average Shares,2024-12-31 00:00:00,9305132530.0,POWERGRID.NS
Basic Average Shares,2024-12-31 00:00:00,9305132530.0,POWERGRID.NS
Diluted EPS,2024-12-31 00:00:00,4.15,POWERGRID.NS
Basic EPS,2024-12-31 00:00:00,4.15,POWERGRID.NS
Diluted NI Availto Com Stockholders,2024-12-31 00:00:00,38616300000.0,POWERGRID.NS
Net Income Common Stockholders,2024-12-31 00:00:00,38616300000.0,POWERGRID.NS
Otherunder Preferred Stock Dividend,2024-12-31 00:00:00,0.0,POWERGRID.NS
Net Income,2024-12-31 00:00:00,38616300000.0,POWERGRID.NS
Net Income Including Noncontrolling Interests,2024-12-31 00:00:00,38616300000.0,POWERGRID.NS
Net Income Extraordinary,2024-12-31 00:00:00,424700000.0,POWERGRID.NS
Net Income Continuous Operations,2024-12-31 00:00:00,38191600000.0,POWERGRID.NS
Tax Provision,2024-12-31 00:00:00,10901600000.0,POWERGRID.NS
Pretax Income,2024-12-31 00:00:00,49093200000.0,POWERGRID.NS
Other Non Operating Income Expenses,2024-12-31 00:00:00,5100300000.0,POWERGRID.NS
Net Non Operating Interest Income Expense,2024-12-31 00:00:00,-19174100000.0,POWERGRID.NS
Interest Expense Non Operating,2024-12-31 00:00:00,19174100000.0,POWERGRID.NS
Operating Income,2024-12-31 00:00:00,63217900000.0,POWERGRID.NS
Operating Expense,2024-12-31 00:00:00,49112400000.0,POWERGRID.NS
Other Operating Expenses,2024-12-31 00:00:00,10983100000.0,POWERGRID.NS
Depreciation And Amortization In Income Statement,2024-12-31 00:00:00,32161900000.0,POWERGRID.NS
Depreciation Income Statement,2024-12-31 00:00:00,32161900000.0,POWERGRID.NS
Total Revenue,2024-12-31 00:00:00,112330300000.0,POWERGRID.NS
Operating Revenue,2024-12-31 00:00:00,112330300000.0,POWERGRID.NS
Tax Effect Of Unusual Items,2024-09-30 00:00:00,0.0,POWERGRID.NS
Tax Rate For Calcs,2024-09-30 00:00:00,0.199579,POWERGRID.NS
Normalized EBITDA,2024-09-30 00:00:00,101648800000.0,POWERGRID.NS
Net Income From Continuing Operation Net Minority Interest,2024-09-30 00:00:00,35472500000.0,POWERGRID.NS
Reconciled Depreciation,2024-09-30 00:00:00,32920600000.0,POWERGRID.NS
EBITDA,2024-09-30 00:00:00,101648800000.0,POWERGRID.NS
EBIT,2024-09-30 00:00:00,68728200000.0,POWERGRID.NS
Net Interest Income,2024-09-30 00:00:00,-24410900000.0,POWERGRID.NS
Interest Expense,2024-09-30 00:00:00,24410900000.0,POWERGRID.NS
Normalized Income,2024-09-30 00:00:00,35472500000.0,POWERGRID.NS
Net Income From Continuing And Discontinued Operation,2024-09-30 00:00:00,35472500000.0,POWERGRID.NS
Total Expenses,2024-09-30 00:00:00,48685000000.0,POWERGRID.NS
Diluted Average Shares,2024-09-30 00:00:00,9296617647.0,POWERGRID.NS
Basic Average Shares,2024-09-30 00:00:00,9296617647.0,POWERGRID.NS
Diluted EPS,2024-09-30 00:00:00,4.08,POWERGRID.NS
Basic EPS,2024-09-30 00:00:00,4.08,POWERGRID.NS
Diluted NI Availto Com Stockholders,2024-09-30 00:00:00,37930200000.0,POWERGRID.NS
Net Income Common Stockholders,2024-09-30 00:00:00,37930200000.0,POWERGRID.NS
Otherunder Preferred Stock Dividend,2024-09-30 00:00:00,0.0,POWERGRID.NS
Net Income,2024-09-30 00:00:00,37930200000.0,POWERGRID.NS
Net Income Including Noncontrolling Interests,2024-09-30 00:00:00,37930200000.0,POWERGRID.NS
Net Income Extraordinary,2024-09-30 00:00:00,2457700000.0,POWERGRID.NS
Net Income Continuous Operations,2024-09-30 00:00:00,35472500000.0,POWERGRID.NS
Tax Provision,2024-09-30 00:00:00,8844800000.0,POWERGRID.NS
Pretax Income,2024-09-30 00:00:00,44317300000.0,POWERGRID.NS
Other Non Operating Income Expenses,2024-09-30 00:00:00,5681700000.0,POWERGRID.NS
Net Non Operating Interest Income Expense,2024-09-30 00:00:00,-24410900000.0,POWERGRID.NS
Interest Expense Non Operating,2024-09-30 00:00:00,24410900000.0,POWERGRID.NS
Operating Income,2024-09-30 00:00:00,64092600000.0,POWERGRID.NS
Operating Expense,2024-09-30 00:00:00,48685000000.0,POWERGRID.NS
Other Operating Expenses,2024-09-30 00:00:00,9555000000.0,POWERGRID.NS
Depreciation And Amortization In Income Statement,2024-09-30 00:00:00,32920600000.0,POWERGRID.NS
Depreciation Income Statement,2024-09-30 00:00:00,32920600000.0,POWERGRID.NS
Total Revenue,2024-09-30 00:00:00,112777600000.0,POWERGRID.NS
Operating Revenue,2024-09-30 00:00:00,112777600000.0,POWERGRID.NS
Tax Effect Of Unusual Items,2024-06-30 00:00:00,0.0,POWERGRID.NS
Tax Rate For Calcs,2024-06-30 00:00:00,0.188467,POWERGRID.NS
Normalized EBITDA,2024-06-30 00:00:00,99049000000.0,POWERGRID.NS
Net Income From Continuing Operation Net Minority Interest,2024-06-30 00:00:00,37862400000.0,POWERGRID.NS
Reconciled Depreciation,2024-06-30 00:00:00,32003900000.0,POWERGRID.NS
EBITDA,2024-06-30 00:00:00,99049000000.0,POWERGRID.NS
EBIT,2024-06-30 00:00:00,67045100000.0,POWERGRID.NS
Net Interest Income,2024-06-30 00:00:00,-20389700000.0,POWERGRID.NS
Interest Expense,2024-06-30 00:00:00,20389700000.0,POWERGRID.NS
Normalized Income,2024-06-30 00:00:00,37862400000.0,POWERGRID.NS
Net Income From Continuing And Discontinued Operation,2024-06-30 00:00:00,37862400000.0,POWERGRID.NS
Total Expenses,2024-06-30 00:00:00,46041000000.0,POWERGRID.NS
Diluted Average Shares,2024-06-30 00:00:00,9309800000.0,POWERGRID.NS
Basic Average Shares,2024-06-30 00:00:00,9309800000.0,POWERGRID.NS
Diluted EPS,2024-06-30 00:00:00,4.0,POWERGRID.NS
Basic EPS,2024-06-30 00:00:00,4.0,POWERGRID.NS
Diluted NI Availto Com Stockholders,2024-06-30 00:00:00,37239200000.0,POWERGRID.NS
Net Income Common Stockholders,2024-06-30 00:00:00,37239200000.0,POWERGRID.NS
Otherunder Preferred Stock Dividend,2024-06-30 00:00:00,0.0,POWERGRID.NS
Net Income,2024-06-30 00:00:00,37239200000.0,POWERGRID.NS
Net Income Including Noncontrolling Interests,2024-06-30 00:00:00,37239200000.0,POWERGRID.NS
Net Income Extraordinary,2024-06-30 00:00:00,-623200000.0,POWERGRID.NS
Net Income Continuous Operations,2024-06-30 00:00:00,37862400000.0,POWERGRID.NS
Tax Provision,2024-06-30 00:00:00,8793000000.0,POWERGRID.NS
Pretax Income,2024-06-30 00:00:00,46655400000.0,POWERGRID.NS
Other Non Operating Income Expenses,2024-06-30 00:00:00,2734100000.0,POWERGRID.NS
Net Non Operating Interest Income Expense,2024-06-30 00:00:00,-20389700000.0,POWERGRID.NS
Interest Expense Non Operating,2024-06-30 00:00:00,20389700000.0,POWERGRID.NS
Operating Income,2024-06-30 00:00:00,64020800000.0,POWERGRID.NS
Operating Expense,2024-06-30 00:00:00,46041000000.0,POWERGRID.NS
Other Operating Expenses,2024-06-30 00:00:00,7863500000.0,POWERGRID.NS
Depreciation And Amortization In Income Statement,2024-06-30 00:00:00,32003900000.0,POWERGRID.NS
Depreciation Income Statement,2024-06-30 00:00:00,32003900000.0,POWERGRID.NS
Total Revenue,2024-06-30 00:00:00,110061800000.0,POWERGRID.NS
Operating Revenue,2024-06-30 00:00:00,110061800000.0,POWERGRID.NS
Tax Effect Of Unusual Items,2023-12-31 00:00:00,,POWERGRID.NS
Tax Rate For Calcs,2023-12-31 00:00:00,,POWERGRID.NS
Normalized EBITDA,2023-12-31 00:00:00,,POWERGRID.NS
Net Income From Continuing Operation Net Minority Interest,2023-12-31 00:00:00,,POWERGRID.NS
Reconciled Depreciation,2023-12-31 00:00:00,,POWERGRID.NS
EBITDA,2023-12-31 00:00:00,,POWERGRID.NS
EBIT,2023-12-31 00:00:00,,POWERGRID.NS
Net Interest Income,2023-12-31 00:00:00,,POWERGRID.NS
Interest Expense,2023-12-31 00:00:00,,POWERGRID.NS
Normalized Income,2023-12-31 00:00:00,,POWERGRID.NS
Net Income From Continuing And Discontinued Operation,2023-12-31 00:00:00,,POWERGRID.NS
Total Expenses,2023-12-31 00:00:00,,POWERGRID.NS
Diluted Average Shares,2023-12-31 00:00:00,9303117783.0,POWERGRID.NS
Basic Average Shares,2023-12-31 00:00:00,9303117783.0,POWERGRID.NS
Diluted EPS,2023-12-31 00:00:00,4.33,POWERGRID.NS
Basic EPS,2023-12-31 00:00:00,4.33,POWERGRID.NS
Diluted NI Availto Com Stockholders,2023-12-31 00:00:00,,POWERGRID.NS
Net Income Common Stockholders,2023-12-31 00:00:00,,POWERGRID.NS
Otherunder Preferred Stock Dividend,2023-12-31 00:00:00,,POWERGRID.NS
Net Income,2023-12-31 00:00:00,,POWERGRID.NS
Net Income Including Noncontrolling Interests,2023-12-31 00:00:00,,POWERGRID.NS
Net Income Extraordinary,2023-12-31 00:00:00,,POWERGRID.NS
Net Income Continuous Operations,2023-12-31 00:00:00,,POWERGRID.NS
Tax Provision,2023-12-31 00:00:00,,POWERGRID.NS
Pretax Income,2023-12-31 00:00:00,,POWERGRID.NS
Other Non Operating Income Expenses,2023-12-31 00:00:00,,POWERGRID.NS
Net Non Operating Interest Income Expense,2023-12-31 00:00:00,,POWERGRID.NS
Interest Expense Non Operating,2023-12-31 00:00:00,,POWERGRID.NS
Operating Income,2023-12-31 00:00:00,,POWERGRID.NS
Operating Expense,2023-12-31 00:00:00,,POWERGRID.NS
Other Operating Expenses,2023-12-31 00:00:00,,POWERGRID.NS
Depreciation And Amortization In Income Statement,2023-12-31 00:00:00,,POWERGRID.NS
Depreciation Income Statement,2023-12-31 00:00:00,,POWERGRID.NS
Total Revenue,2023-12-31 00:00:00,,POWERGRID.NS
Operating Revenue,2023-12-31 00:00:00,,POWERGRID.NS
Tax Effect Of Unusual Items,2025-06-30 00:00:00,0.0,JSWSTEEL.NS
Tax Rate For Calcs,2025-06-30 00:00:00,0.280924,JSWSTEEL.NS
Normalized EBITDA,2025-06-30 00:00:00,78260000000.0,JSWSTEEL.NS
Total Unusual Items,2025-06-30 00:00:00,0.0,JSWSTEEL.NS
Total Unusual Items Excluding Goodwill,2025-06-30 00:00:00,0.0,JSWSTEEL.NS
Net Income From Continuing Operation Net Minority Interest,2025-06-30 00:00:00,21840000000.0,JSWSTEEL.NS
Reconciled Depreciation,2025-06-30 00:00:00,25370000000.0,JSWSTEEL.NS
Reconciled Cost Of Revenue,2025-06-30 00:00:00,229970000000.0,JSWSTEEL.NS
EBITDA,2025-06-30 00:00:00,78260000000.0,JSWSTEEL.NS
EBIT,2025-06-30 00:00:00,52890000000.0,JSWSTEEL.NS
Net Interest Income,2025-06-30 00:00:00,-22170000000.0,JSWSTEEL.NS
Interest Expense,2025-06-30 00:00:00,22170000000.0,JSWSTEEL.NS
Normalized Income,2025-06-30 00:00:00,21840000000.0,JSWSTEEL.NS
Net Income From Continuing And Discontinued Operation,2025-06-30 00:00:00,21840000000.0,JSWSTEEL.NS
Total Expenses,2025-06-30 00:00:00,374210000000.0,JSWSTEEL.NS
Diluted Average Shares,2025-06-30 00:00:00,2445688690.0,JSWSTEEL.NS
Basic Average Shares,2025-06-30 00:00:00,2440223464.0,JSWSTEEL.NS
Diluted EPS,2025-06-30 00:00:00,8.93,JSWSTEEL.NS
Basic EPS,2025-06-30 00:00:00,8.95,JSWSTEEL.NS
Diluted NI Availto Com Stockholders,2025-06-30 00:00:00,21840000000.0,JSWSTEEL.NS
Net Income Common Stockholders,2025-06-30 00:00:00,21840000000.0,JSWSTEEL.NS
Otherunder Preferred Stock Dividend,2025-06-30 00:00:00,0.0,JSWSTEEL.NS
Net Income,2025-06-30 00:00:00,21840000000.0,JSWSTEEL.NS
Minority Interests,2025-06-30 00:00:00,-250000000.0,JSWSTEEL.NS
Net Income Including Noncontrolling Interests,2025-06-30 00:00:00,22090000000.0,JSWSTEEL.NS
Net Income Continuous Operations,2025-06-30 00:00:00,22090000000.0,JSWSTEEL.NS
Tax Provision,2025-06-30 00:00:00,8630000000.0,JSWSTEEL.NS
Pretax Income,2025-06-30 00:00:00,30720000000.0,JSWSTEEL.NS
Other Non Operating Income Expenses,2025-06-30 00:00:00,3500000000.0,JSWSTEEL.NS
Special Income Charges,2025-06-30 00:00:00,0.0,JSWSTEEL.NS
Other Special Charges,2025-06-30 00:00:00,,JSWSTEEL.NS
Restructuring And Mergern Acquisition,2025-06-30 00:00:00,,JSWSTEEL.NS
Net Non Operating Interest Income Expense,2025-06-30 00:00:00,-22170000000.0,JSWSTEEL.NS
Interest Expense Non Operating,2025-06-30 00:00:00,22170000000.0,JSWSTEEL.NS
Operating Income,2025-06-30 00:00:00,50390000000.0,JSWSTEEL.NS
Operating Expense,2025-06-30 00:00:00,144240000000.0,JSWSTEEL.NS
Other Operating Expenses,2025-06-30 00:00:00,112560000000.0,JSWSTEEL.NS
Depreciation And Amortization In Income Statement,2025-06-30 00:00:00,25370000000.0,JSWSTEEL.NS
Depreciation Income Statement,2025-06-30 00:00:00,25370000000.0,JSWSTEEL.NS
Gross Profit,2025-06-30 00:00:00,194630000000.0,JSWSTEEL.NS
Cost Of Revenue,2025-06-30 00:00:00,229970000000.0,JSWSTEEL.NS
Total Revenue,2025-06-30 00:00:00,424600000000.0,JSWSTEEL.NS
Operating Revenue,2025-06-30 00:00:00,424600000000.0,JSWSTEEL.NS
Tax Effect Of Unusual Items,2025-03-31 00:00:00,-170757225.433526,JSWSTEEL.NS
Tax Rate For Calcs,2025-03-31 00:00:00,0.13237,JSWSTEEL.NS
Normalized EBITDA,2025-03-31 00:00:00,59010000000.0,JSWSTEEL.NS
Total Unusual Items,2025-03-31 00:00:00,-1290000000.0,JSWSTEEL.NS
Total Unusual Items Excluding Goodwill,2025-03-31 00:00:00,-1290000000.0,JSWSTEEL.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,15030000000.0,JSWSTEEL.NS
Reconciled Depreciation,2025-03-31 00:00:00,24970000000.0,JSWSTEEL.NS
Reconciled Cost Of Revenue,2025-03-31 00:00:00,344490000000.0,JSWSTEEL.NS
EBITDA,2025-03-31 00:00:00,57720000000.0,JSWSTEEL.NS
EBIT,2025-03-31 00:00:00,32750000000.0,JSWSTEEL.NS
Net Interest Income,2025-03-31 00:00:00,-12650000000.0,JSWSTEEL.NS
Interest Expense,2025-03-31 00:00:00,15450000000.0,JSWSTEEL.NS
Normalized Income,2025-03-31 00:00:00,16149242774.566475,JSWSTEEL.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,15030000000.0,JSWSTEEL.NS
Total Expenses,2025-03-31 00:00:00,398970000000.0,JSWSTEEL.NS
Diluted Average Shares,2025-03-31 00:00:00,,JSWSTEEL.NS
Basic Average Shares,2025-03-31 00:00:00,,JSWSTEEL.NS
Diluted EPS,2025-03-31 00:00:00,,JSWSTEEL.NS
Basic EPS,2025-03-31 00:00:00,,JSWSTEEL.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,15030000000.0,JSWSTEEL.NS
Net Income Common Stockholders,2025-03-31 00:00:00,15030000000.0,JSWSTEEL.NS
Otherunder Preferred Stock Dividend,2025-03-31 00:00:00,0.0,JSWSTEEL.NS
Net Income,2025-03-31 00:00:00,15030000000.0,JSWSTEEL.NS
Minority Interests,2025-03-31 00:00:00,20000000.0,JSWSTEEL.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,15010000000.0,JSWSTEEL.NS
Net Income Continuous Operations,2025-03-31 00:00:00,15010000000.0,JSWSTEEL.NS
Tax Provision,2025-03-31 00:00:00,2290000000.0,JSWSTEEL.NS
Pretax Income,2025-03-31 00:00:00,17300000000.0,JSWSTEEL.NS
Other Non Operating Income Expenses,2025-03-31 00:00:00,-3910000000.0,JSWSTEEL.NS
Special Income Charges,2025-03-31 00:00:00,-1760000000.0,JSWSTEEL.NS
Other Special Charges,2025-03-31 00:00:00,1760000000.0,JSWSTEEL.NS
Restructuring And Mergern Acquisition,2025-03-31 00:00:00,,JSWSTEEL.NS
Net Non Operating Interest Income Expense,2025-03-31 00:00:00,-12650000000.0,JSWSTEEL.NS
Interest Expense Non Operating,2025-03-31 00:00:00,15450000000.0,JSWSTEEL.NS
Operating Income,2025-03-31 00:00:00,44440000000.0,JSWSTEEL.NS
Operating Expense,2025-03-31 00:00:00,54480000000.0,JSWSTEEL.NS
Other Operating Expenses,2025-03-31 00:00:00,-71690000000.0,JSWSTEEL.NS
Depreciation And Amortization In Income Statement,2025-03-31 00:00:00,24970000000.0,JSWSTEEL.NS
Depreciation Income Statement,2025-03-31 00:00:00,22740000000.0,JSWSTEEL.NS
Gross Profit,2025-03-31 00:00:00,98920000000.0,JSWSTEEL.NS
Cost Of Revenue,2025-03-31 00:00:00,344490000000.0,JSWSTEEL.NS
Total Revenue,2025-03-31 00:00:00,443410000000.0,JSWSTEEL.NS
Operating Revenue,2025-03-31 00:00:00,443410000000.0,JSWSTEEL.NS
Tax Effect Of Unusual Items,2024-12-31 00:00:00,-401332767.402377,JSWSTEEL.NS
Tax Rate For Calcs,2024-12-31 00:00:00,0.389643,JSWSTEEL.NS
Normalized EBITDA,2024-12-31 00:00:00,57320000000.0,JSWSTEEL.NS
Total Unusual Items,2024-12-31 00:00:00,-1030000000.0,JSWSTEEL.NS
Total Unusual Items Excluding Goodwill,2024-12-31 00:00:00,-1030000000.0,JSWSTEEL.NS
Net Income From Continuing Operation Net Minority Interest,2024-12-31 00:00:00,7170000000.0,JSWSTEEL.NS
Reconciled Depreciation,2024-12-31 00:00:00,23360000000.0,JSWSTEEL.NS
Reconciled Cost Of Revenue,2024-12-31 00:00:00,245100000000.0,JSWSTEEL.NS
EBITDA,2024-12-31 00:00:00,56290000000.0,JSWSTEEL.NS
EBIT,2024-12-31 00:00:00,32930000000.0,JSWSTEEL.NS
Net Interest Income,2024-12-31 00:00:00,-21150000000.0,JSWSTEEL.NS
Interest Expense,2024-12-31 00:00:00,21150000000.0,JSWSTEEL.NS
Normalized Income,2024-12-31 00:00:00,7798667232.597623,JSWSTEEL.NS
Net Income From Continuing And Discontinued Operation,2024-12-31 00:00:00,7170000000.0,JSWSTEEL.NS
Total Expenses,2024-12-31 00:00:00,375500000000.0,JSWSTEEL.NS
Diluted Average Shares,2024-12-31 00:00:00,2447098976.0,JSWSTEEL.NS
Basic Average Shares,2024-12-31 00:00:00,2438775510.0,JSWSTEEL.NS
Diluted EPS,2024-12-31 00:00:00,2.93,JSWSTEEL.NS
Basic EPS,2024-12-31 00:00:00,2.94,JSWSTEEL.NS
Diluted NI Availto Com Stockholders,2024-12-31 00:00:00,7170000000.0,JSWSTEEL.NS
Net Income Common Stockholders,2024-12-31 00:00:00,7170000000.0,JSWSTEEL.NS
Otherunder Preferred Stock Dividend,2024-12-31 00:00:00,0.0,JSWSTEEL.NS
Net Income,2024-12-31 00:00:00,7170000000.0,JSWSTEEL.NS
Minority Interests,2024-12-31 00:00:00,-20000000.0,JSWSTEEL.NS
Net Income Including Noncontrolling Interests,2024-12-31 00:00:00,7190000000.0,JSWSTEEL.NS
Net Income Continuous Operations,2024-12-31 00:00:00,7190000000.0,JSWSTEEL.NS
Tax Provision,2024-12-31 00:00:00,4590000000.0,JSWSTEEL.NS
Pretax Income,2024-12-31 00:00:00,11780000000.0,JSWSTEEL.NS
Other Non Operating Income Expenses,2024-12-31 00:00:00,1470000000.0,JSWSTEEL.NS
Special Income Charges,2024-12-31 00:00:00,-1030000000.0,JSWSTEEL.NS
Other Special Charges,2024-12-31 00:00:00,1030000000.0,JSWSTEEL.NS
Restructuring And Mergern Acquisition,2024-12-31 00:00:00,,JSWSTEEL.NS
Net Non Operating Interest Income Expense,2024-12-31 00:00:00,-21150000000.0,JSWSTEEL.NS
Interest Expense Non Operating,2024-12-31 00:00:00,21150000000.0,JSWSTEEL.NS
Operating Income,2024-12-31 00:00:00,32430000000.0,JSWSTEEL.NS
Operating Expense,2024-12-31 00:00:00,130400000000.0,JSWSTEEL.NS
Other Operating Expenses,2024-12-31 00:00:00,101400000000.0,JSWSTEEL.NS
Depreciation And Amortization In Income Statement,2024-12-31 00:00:00,23360000000.0,JSWSTEEL.NS
Depreciation Income Statement,2024-12-31 00:00:00,23360000000.0,JSWSTEEL.NS
Gross Profit,2024-12-31 00:00:00,162830000000.0,JSWSTEEL.NS
Cost Of Revenue,2024-12-31 00:00:00,245100000000.0,JSWSTEEL.NS
Total Revenue,2024-12-31 00:00:00,407930000000.0,JSWSTEEL.NS
Operating Revenue,2024-12-31 00:00:00,407930000000.0,JSWSTEEL.NS
Tax Effect Of Unusual Items,2024-09-30 00:00:00,-1026000000.0,JSWSTEEL.NS
Tax Rate For Calcs,2024-09-30 00:00:00,0.3,JSWSTEEL.NS
