Metric,Date,Value,Stock
General And Administrative Expense,2022-03-31 00:00:00,8119700000.0,CIPLA.NS
Rent And Landing Fees,2022-03-31 00:00:00,781800000.0,CIPLA.NS
Gross Profit,2022-03-31 00:00:00,123936400000.0,CIPLA.NS
Cost Of Revenue,2022-03-31 00:00:00,92297200000.0,CIPLA.NS
Total Revenue,2022-03-31 00:00:00,216233600000.0,CIPLA.NS
Operating Revenue,2022-03-31 00:00:00,216233600000.0,CIPLA.NS
Tax Effect Of Unusual Items,2025-03-31 00:00:00,-2810576621.748668,HINDALCO.NS
Tax Rate For Calcs,2025-03-31 00:00:00,0.28361,HINDALCO.NS
Normalized EBITDA,2025-03-31 00:00:00,345380000000.0,HINDALCO.NS
Total Unusual Items,2025-03-31 00:00:00,-9910000000.0,HINDALCO.NS
Total Unusual Items Excluding Goodwill,2025-03-31 00:00:00,-9910000000.0,HINDALCO.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,160010000000.0,HINDALCO.NS
Reconciled Depreciation,2025-03-31 00:00:00,78810000000.0,HINDALCO.NS
Reconciled Cost Of Revenue,2025-03-31 00:00:00,1576570000000.0,HINDALCO.NS
EBITDA,2025-03-31 00:00:00,335470000000.0,HINDALCO.NS
EBIT,2025-03-31 00:00:00,256660000000.0,HINDALCO.NS
Net Interest Income,2025-03-31 00:00:00,-23880000000.0,HINDALCO.NS
Interest Expense,2025-03-31 00:00:00,33290000000.0,HINDALCO.NS
Interest Income,2025-03-31 00:00:00,9710000000.0,HINDALCO.NS
Normalized Income,2025-03-31 00:00:00,167109423378.25134,HINDALCO.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,160010000000.0,HINDALCO.NS
Total Expenses,2025-03-31 00:00:00,2115480000000.0,HINDALCO.NS
Rent Expense Supplemental,2025-03-31 00:00:00,3770000000.0,HINDALCO.NS
Diluted Average Shares,2025-03-31 00:00:00,2225134511.0,HINDALCO.NS
Basic Average Shares,2025-03-31 00:00:00,2220893430.0,HINDALCO.NS
Diluted EPS,2025-03-31 00:00:00,71.91,HINDALCO.NS
Basic EPS,2025-03-31 00:00:00,72.05,HINDALCO.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,160010000000.0,HINDALCO.NS
Net Income Common Stockholders,2025-03-31 00:00:00,160010000000.0,HINDALCO.NS
Otherunder Preferred Stock Dividend,2025-03-31 00:00:00,0.0,HINDALCO.NS
Net Income,2025-03-31 00:00:00,160010000000.0,HINDALCO.NS
Minority Interests,2025-03-31 00:00:00,-10000000.0,HINDALCO.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,160020000000.0,HINDALCO.NS
Net Income Discontinuous Operations,2025-03-31 00:00:00,,HINDALCO.NS
Net Income Continuous Operations,2025-03-31 00:00:00,160020000000.0,HINDALCO.NS
Tax Provision,2025-03-31 00:00:00,63350000000.0,HINDALCO.NS
Pretax Income,2025-03-31 00:00:00,223370000000.0,HINDALCO.NS
Other Non Operating Income Expenses,2025-03-31 00:00:00,2360000000.0,HINDALCO.NS
Special Income Charges,2025-03-31 00:00:00,-11140000000.0,HINDALCO.NS
Other Special Charges,2025-03-31 00:00:00,1310000000.0,HINDALCO.NS
Write Off,2025-03-31 00:00:00,9830000000.0,HINDALCO.NS
Impairment Of Capital Assets,2025-03-31 00:00:00,2500000000.0,HINDALCO.NS
Restructuring And Mergern Acquisition,2025-03-31 00:00:00,8180000000.0,HINDALCO.NS
Net Non Operating Interest Income Expense,2025-03-31 00:00:00,-23880000000.0,HINDALCO.NS
Total Other Finance Cost,2025-03-31 00:00:00,300000000.0,HINDALCO.NS
Interest Expense Non Operating,2025-03-31 00:00:00,33290000000.0,HINDALCO.NS
Interest Income Non Operating,2025-03-31 00:00:00,9710000000.0,HINDALCO.NS
Operating Income,2025-03-31 00:00:00,254740000000.0,HINDALCO.NS
Operating Expense,2025-03-31 00:00:00,538910000000.0,HINDALCO.NS
Other Operating Expenses,2025-03-31 00:00:00,303840000000.0,HINDALCO.NS
Research And Development,2025-03-31 00:00:00,9070000000.0,HINDALCO.NS
Selling General And Administration,2025-03-31 00:00:00,85010000000.0,HINDALCO.NS
Selling And Marketing Expense,2025-03-31 00:00:00,80330000000.0,HINDALCO.NS
General And Administrative Expense,2025-03-31 00:00:00,4680000000.0,HINDALCO.NS
Rent And Landing Fees,2025-03-31 00:00:00,3770000000.0,HINDALCO.NS
Gross Profit,2025-03-31 00:00:00,793650000000.0,HINDALCO.NS
Cost Of Revenue,2025-03-31 00:00:00,1576570000000.0,HINDALCO.NS
Total Revenue,2025-03-31 00:00:00,2370220000000.0,HINDALCO.NS
Operating Revenue,2025-03-31 00:00:00,2370220000000.0,HINDALCO.NS
Tax Effect Of Unusual Items,2024-03-31 00:00:00,996455894.947188,HINDALCO.NS
Tax Rate For Calcs,2024-03-31 00:00:00,0.275264,HINDALCO.NS
Normalized EBITDA,2024-03-31 00:00:00,249540000000.0,HINDALCO.NS
Total Unusual Items,2024-03-31 00:00:00,3620000000.0,HINDALCO.NS
Total Unusual Items Excluding Goodwill,2024-03-31 00:00:00,3620000000.0,HINDALCO.NS
Net Income From Continuing Operation Net Minority Interest,2024-03-31 00:00:00,101550000000.0,HINDALCO.NS
Reconciled Depreciation,2024-03-31 00:00:00,75210000000.0,HINDALCO.NS
Reconciled Cost Of Revenue,2024-03-31 00:00:00,1462230000000.0,HINDALCO.NS
EBITDA,2024-03-31 00:00:00,253160000000.0,HINDALCO.NS
EBIT,2024-03-31 00:00:00,177950000000.0,HINDALCO.NS
Net Interest Income,2024-03-31 00:00:00,-30280000000.0,HINDALCO.NS
Interest Expense,2024-03-31 00:00:00,37830000000.0,HINDALCO.NS
Interest Income,2024-03-31 00:00:00,7860000000.0,HINDALCO.NS
Normalized Income,2024-03-31 00:00:00,98926455894.94719,HINDALCO.NS
Net Income From Continuing And Discontinued Operation,2024-03-31 00:00:00,101550000000.0,HINDALCO.NS
Total Expenses,2024-03-31 00:00:00,1981030000000.0,HINDALCO.NS
Rent Expense Supplemental,2024-03-31 00:00:00,3850000000.0,HINDALCO.NS
Diluted Average Shares,2024-03-31 00:00:00,2224399602.0,HINDALCO.NS
Basic Average Shares,2024-03-31 00:00:00,2221621353.0,HINDALCO.NS
Diluted EPS,2024-03-31 00:00:00,45.65,HINDALCO.NS
Basic EPS,2024-03-31 00:00:00,45.71,HINDALCO.NS
Diluted NI Availto Com Stockholders,2024-03-31 00:00:00,101550000000.0,HINDALCO.NS
Net Income Common Stockholders,2024-03-31 00:00:00,101550000000.0,HINDALCO.NS
Otherunder Preferred Stock Dividend,2024-03-31 00:00:00,0.0,HINDALCO.NS
Net Income,2024-03-31 00:00:00,101550000000.0,HINDALCO.NS
Minority Interests,2024-03-31 00:00:00,0.0,HINDALCO.NS
Net Income Including Noncontrolling Interests,2024-03-31 00:00:00,101550000000.0,HINDALCO.NS
Net Income Discontinuous Operations,2024-03-31 00:00:00,,HINDALCO.NS
Net Income Continuous Operations,2024-03-31 00:00:00,101550000000.0,HINDALCO.NS
Tax Provision,2024-03-31 00:00:00,38570000000.0,HINDALCO.NS
Pretax Income,2024-03-31 00:00:00,140120000000.0,HINDALCO.NS
Other Non Operating Income Expenses,2024-03-31 00:00:00,760000000.0,HINDALCO.NS
Special Income Charges,2024-03-31 00:00:00,-2700000000.0,HINDALCO.NS
Other Special Charges,2024-03-31 00:00:00,-900000000.0,HINDALCO.NS
Write Off,2024-03-31 00:00:00,3600000000.0,HINDALCO.NS
Impairment Of Capital Assets,2024-03-31 00:00:00,3600000000.0,HINDALCO.NS
Restructuring And Mergern Acquisition,2024-03-31 00:00:00,,HINDALCO.NS
Net Non Operating Interest Income Expense,2024-03-31 00:00:00,-30280000000.0,HINDALCO.NS
Total Other Finance Cost,2024-03-31 00:00:00,310000000.0,HINDALCO.NS
Interest Expense Non Operating,2024-03-31 00:00:00,37830000000.0,HINDALCO.NS
Interest Income Non Operating,2024-03-31 00:00:00,7860000000.0,HINDALCO.NS
Operating Income,2024-03-31 00:00:00,167040000000.0,HINDALCO.NS
Operating Expense,2024-03-31 00:00:00,518800000000.0,HINDALCO.NS
Other Operating Expenses,2024-03-31 00:00:00,294260000000.0,HINDALCO.NS
Research And Development,2024-03-31 00:00:00,8480000000.0,HINDALCO.NS
Selling General And Administration,2024-03-31 00:00:00,78110000000.0,HINDALCO.NS
Selling And Marketing Expense,2024-03-31 00:00:00,72890000000.0,HINDALCO.NS
General And Administrative Expense,2024-03-31 00:00:00,5220000000.0,HINDALCO.NS
Rent And Landing Fees,2024-03-31 00:00:00,3850000000.0,HINDALCO.NS
Gross Profit,2024-03-31 00:00:00,685840000000.0,HINDALCO.NS
Cost Of Revenue,2024-03-31 00:00:00,1462230000000.0,HINDALCO.NS
Total Revenue,2024-03-31 00:00:00,2148070000000.0,HINDALCO.NS
Operating Revenue,2024-03-31 00:00:00,2148070000000.0,HINDALCO.NS
Tax Effect Of Unusual Items,2023-03-31 00:00:00,-1317815874.933917,HINDALCO.NS
Tax Rate For Calcs,2023-03-31 00:00:00,0.237444,HINDALCO.NS
Normalized EBITDA,2023-03-31 00:00:00,244840000000.0,HINDALCO.NS
Total Unusual Items,2023-03-31 00:00:00,-5550000000.0,HINDALCO.NS
Total Unusual Items Excluding Goodwill,2023-03-31 00:00:00,-5550000000.0,HINDALCO.NS
Net Income From Continuing Operation Net Minority Interest,2023-03-31 00:00:00,100970000000.0,HINDALCO.NS
Reconciled Depreciation,2023-03-31 00:00:00,70860000000.0,HINDALCO.NS
Reconciled Cost Of Revenue,2023-03-31 00:00:00,1526570000000.0,HINDALCO.NS
EBITDA,2023-03-31 00:00:00,239290000000.0,HINDALCO.NS
EBIT,2023-03-31 00:00:00,168430000000.0,HINDALCO.NS
Net Interest Income,2023-03-31 00:00:00,-30870000000.0,HINDALCO.NS
Interest Expense,2023-03-31 00:00:00,36020000000.0,HINDALCO.NS
Interest Income,2023-03-31 00:00:00,5590000000.0,HINDALCO.NS
Normalized Income,2023-03-31 00:00:00,105202184125.06609,HINDALCO.NS
Net Income From Continuing And Discontinued Operation,2023-03-31 00:00:00,100970000000.0,HINDALCO.NS
Total Expenses,2023-03-31 00:00:00,2063950000000.0,HINDALCO.NS
Rent Expense Supplemental,2023-03-31 00:00:00,4610000000.0,HINDALCO.NS
Diluted Average Shares,2023-03-31 00:00:00,2225807384.0,HINDALCO.NS
Basic Average Shares,2023-03-31 00:00:00,2222884407.0,HINDALCO.NS
Diluted EPS,2023-03-31 00:00:00,45.36,HINDALCO.NS
Basic EPS,2023-03-31 00:00:00,45.42,HINDALCO.NS
Diluted NI Availto Com Stockholders,2023-03-31 00:00:00,100970000000.0,HINDALCO.NS
Net Income Common Stockholders,2023-03-31 00:00:00,100970000000.0,HINDALCO.NS
Otherunder Preferred Stock Dividend,2023-03-31 00:00:00,0.0,HINDALCO.NS
Net Income,2023-03-31 00:00:00,100970000000.0,HINDALCO.NS
Minority Interests,2023-03-31 00:00:00,0.0,HINDALCO.NS
Net Income Including Noncontrolling Interests,2023-03-31 00:00:00,100970000000.0,HINDALCO.NS
Net Income Discontinuous Operations,2023-03-31 00:00:00,0.0,HINDALCO.NS
Net Income Continuous Operations,2023-03-31 00:00:00,100970000000.0,HINDALCO.NS
Tax Provision,2023-03-31 00:00:00,31440000000.0,HINDALCO.NS
Pretax Income,2023-03-31 00:00:00,132410000000.0,HINDALCO.NS
Other Non Operating Income Expenses,2023-03-31 00:00:00,2520000000.0,HINDALCO.NS
Special Income Charges,2023-03-31 00:00:00,-2490000000.0,HINDALCO.NS
Other Special Charges,2023-03-31 00:00:00,410000000.0,HINDALCO.NS
Write Off,2023-03-31 00:00:00,2080000000.0,HINDALCO.NS
Impairment Of Capital Assets,2023-03-31 00:00:00,110000000.0,HINDALCO.NS
Restructuring And Mergern Acquisition,2023-03-31 00:00:00,0.0,HINDALCO.NS
Net Non Operating Interest Income Expense,2023-03-31 00:00:00,-30870000000.0,HINDALCO.NS
Total Other Finance Cost,2023-03-31 00:00:00,440000000.0,HINDALCO.NS
Interest Expense Non Operating,2023-03-31 00:00:00,36020000000.0,HINDALCO.NS
Interest Income Non Operating,2023-03-31 00:00:00,5590000000.0,HINDALCO.NS
Operating Income,2023-03-31 00:00:00,155420000000.0,HINDALCO.NS
Operating Expense,2023-03-31 00:00:00,537380000000.0,HINDALCO.NS
Other Operating Expenses,2023-03-31 00:00:00,312660000000.0,HINDALCO.NS
Research And Development,2023-03-31 00:00:00,7960000000.0,HINDALCO.NS
Selling General And Administration,2023-03-31 00:00:00,83910000000.0,HINDALCO.NS
Selling And Marketing Expense,2023-03-31 00:00:00,78860000000.0,HINDALCO.NS
General And Administrative Expense,2023-03-31 00:00:00,5050000000.0,HINDALCO.NS
Rent And Landing Fees,2023-03-31 00:00:00,4610000000.0,HINDALCO.NS
Gross Profit,2023-03-31 00:00:00,692800000000.0,HINDALCO.NS
Cost Of Revenue,2023-03-31 00:00:00,1526570000000.0,HINDALCO.NS
Total Revenue,2023-03-31 00:00:00,2219370000000.0,HINDALCO.NS
Operating Revenue,2023-03-31 00:00:00,2219370000000.0,HINDALCO.NS
Tax Effect Of Unusual Items,2022-03-31 00:00:00,-4781733932.767957,HINDALCO.NS
Tax Rate For Calcs,2022-03-31 00:00:00,0.274497,HINDALCO.NS
Normalized EBITDA,2022-03-31 00:00:00,312660000000.0,HINDALCO.NS
Total Unusual Items,2022-03-31 00:00:00,-17420000000.0,HINDALCO.NS
Total Unusual Items Excluding Goodwill,2022-03-31 00:00:00,-17420000000.0,HINDALCO.NS
Net Income From Continuing Operation Net Minority Interest,2022-03-31 00:00:00,142010000000.0,HINDALCO.NS
Reconciled Depreciation,2022-03-31 00:00:00,67290000000.0,HINDALCO.NS
Reconciled Cost Of Revenue,2022-03-31 00:00:00,1287360000000.0,HINDALCO.NS
EBITDA,2022-03-31 00:00:00,295240000000.0,HINDALCO.NS
EBIT,2022-03-31 00:00:00,227950000000.0,HINDALCO.NS
Net Interest Income,2022-03-31 00:00:00,-30610000000.0,HINDALCO.NS
Interest Expense,2022-03-31 00:00:00,32210000000.0,HINDALCO.NS
Interest Income,2022-03-31 00:00:00,2250000000.0,HINDALCO.NS
Normalized Income,2022-03-31 00:00:00,154648266067.23206,HINDALCO.NS
Net Income From Continuing And Discontinued Operation,2022-03-31 00:00:00,137300000000.0,HINDALCO.NS
Total Expenses,2022-03-31 00:00:00,1710390000000.0,HINDALCO.NS
Rent Expense Supplemental,2022-03-31 00:00:00,3070000000.0,HINDALCO.NS
Diluted Average Shares,2022-03-31 00:00:00,2227040020.0,HINDALCO.NS
Basic Average Shares,2022-03-31 00:00:00,2224071351.0,HINDALCO.NS
Diluted EPS,2022-03-31 00:00:00,61.65,HINDALCO.NS
Basic EPS,2022-03-31 00:00:00,61.73,HINDALCO.NS
Diluted NI Availto Com Stockholders,2022-03-31 00:00:00,137300000000.0,HINDALCO.NS
Net Income Common Stockholders,2022-03-31 00:00:00,137300000000.0,HINDALCO.NS
Otherunder Preferred Stock Dividend,2022-03-31 00:00:00,0.0,HINDALCO.NS
Net Income,2022-03-31 00:00:00,137300000000.0,HINDALCO.NS
Minority Interests,2022-03-31 00:00:00,0.0,HINDALCO.NS
Net Income Including Noncontrolling Interests,2022-03-31 00:00:00,137300000000.0,HINDALCO.NS
Net Income Discontinuous Operations,2022-03-31 00:00:00,-4710000000.0,HINDALCO.NS
Net Income Continuous Operations,2022-03-31 00:00:00,142010000000.0,HINDALCO.NS
Tax Provision,2022-03-31 00:00:00,53730000000.0,HINDALCO.NS
Pretax Income,2022-03-31 00:00:00,195740000000.0,HINDALCO.NS
Other Non Operating Income Expenses,2022-03-31 00:00:00,3450000000.0,HINDALCO.NS
Special Income Charges,2022-03-31 00:00:00,-3050000000.0,HINDALCO.NS
Other Special Charges,2022-03-31 00:00:00,400000000.0,HINDALCO.NS
Write Off,2022-03-31 00:00:00,3100000000.0,HINDALCO.NS
Impairment Of Capital Assets,2022-03-31 00:00:00,1550000000.0,HINDALCO.NS
Restructuring And Mergern Acquisition,2022-03-31 00:00:00,-450000000.0,HINDALCO.NS
Net Non Operating Interest Income Expense,2022-03-31 00:00:00,-30610000000.0,HINDALCO.NS
Total Other Finance Cost,2022-03-31 00:00:00,650000000.0,HINDALCO.NS
Interest Expense Non Operating,2022-03-31 00:00:00,32210000000.0,HINDALCO.NS
Interest Income Non Operating,2022-03-31 00:00:00,2250000000.0,HINDALCO.NS
Operating Income,2022-03-31 00:00:00,228490000000.0,HINDALCO.NS
Operating Expense,2022-03-31 00:00:00,423030000000.0,HINDALCO.NS
Other Operating Expenses,2022-03-31 00:00:00,224500000000.0,HINDALCO.NS
Research And Development,2022-03-31 00:00:00,7160000000.0,HINDALCO.NS
Selling General And Administration,2022-03-31 00:00:00,70960000000.0,HINDALCO.NS
Selling And Marketing Expense,2022-03-31 00:00:00,66360000000.0,HINDALCO.NS
General And Administrative Expense,2022-03-31 00:00:00,4600000000.0,HINDALCO.NS
Rent And Landing Fees,2022-03-31 00:00:00,3070000000.0,HINDALCO.NS
Gross Profit,2022-03-31 00:00:00,651520000000.0,HINDALCO.NS
Cost Of Revenue,2022-03-31 00:00:00,1287360000000.0,HINDALCO.NS
Total Revenue,2022-03-31 00:00:00,1938880000000.0,HINDALCO.NS
Operating Revenue,2022-03-31 00:00:00,1938880000000.0,HINDALCO.NS
Tax Effect Of Unusual Items,2021-03-31 00:00:00,,HINDALCO.NS
Tax Rate For Calcs,2021-03-31 00:00:00,,HINDALCO.NS
Normalized EBITDA,2021-03-31 00:00:00,,HINDALCO.NS
Total Unusual Items,2021-03-31 00:00:00,,HINDALCO.NS
Total Unusual Items Excluding Goodwill,2021-03-31 00:00:00,,HINDALCO.NS
Net Income From Continuing Operation Net Minority Interest,2021-03-31 00:00:00,,HINDALCO.NS
Reconciled Depreciation,2021-03-31 00:00:00,,HINDALCO.NS
Reconciled Cost Of Revenue,2021-03-31 00:00:00,,HINDALCO.NS
EBITDA,2021-03-31 00:00:00,,HINDALCO.NS
EBIT,2021-03-31 00:00:00,,HINDALCO.NS
Net Interest Income,2021-03-31 00:00:00,,HINDALCO.NS
Interest Expense,2021-03-31 00:00:00,,HINDALCO.NS
Interest Income,2021-03-31 00:00:00,,HINDALCO.NS
Normalized Income,2021-03-31 00:00:00,,HINDALCO.NS
Net Income From Continuing And Discontinued Operation,2021-03-31 00:00:00,,HINDALCO.NS
Total Expenses,2021-03-31 00:00:00,,HINDALCO.NS
Rent Expense Supplemental,2021-03-31 00:00:00,,HINDALCO.NS
Diluted Average Shares,2021-03-31 00:00:00,,HINDALCO.NS
Basic Average Shares,2021-03-31 00:00:00,,HINDALCO.NS
Diluted EPS,2021-03-31 00:00:00,,HINDALCO.NS
Basic EPS,2021-03-31 00:00:00,,HINDALCO.NS
Diluted NI Availto Com Stockholders,2021-03-31 00:00:00,,HINDALCO.NS
Net Income Common Stockholders,2021-03-31 00:00:00,,HINDALCO.NS
Otherunder Preferred Stock Dividend,2021-03-31 00:00:00,,HINDALCO.NS
Net Income,2021-03-31 00:00:00,,HINDALCO.NS
Minority Interests,2021-03-31 00:00:00,,HINDALCO.NS
Net Income Including Noncontrolling Interests,2021-03-31 00:00:00,,HINDALCO.NS
Net Income Discontinuous Operations,2021-03-31 00:00:00,-16990000000.0,HINDALCO.NS
Net Income Continuous Operations,2021-03-31 00:00:00,,HINDALCO.NS
Tax Provision,2021-03-31 00:00:00,,HINDALCO.NS
Pretax Income,2021-03-31 00:00:00,,HINDALCO.NS
Other Non Operating Income Expenses,2021-03-31 00:00:00,,HINDALCO.NS
Special Income Charges,2021-03-31 00:00:00,,HINDALCO.NS
Other Special Charges,2021-03-31 00:00:00,,HINDALCO.NS
Write Off,2021-03-31 00:00:00,,HINDALCO.NS
Impairment Of Capital Assets,2021-03-31 00:00:00,,HINDALCO.NS
Restructuring And Mergern Acquisition,2021-03-31 00:00:00,1310000000.0,HINDALCO.NS
Net Non Operating Interest Income Expense,2021-03-31 00:00:00,,HINDALCO.NS
Total Other Finance Cost,2021-03-31 00:00:00,,HINDALCO.NS
Interest Expense Non Operating,2021-03-31 00:00:00,,HINDALCO.NS
Interest Income Non Operating,2021-03-31 00:00:00,,HINDALCO.NS
Operating Income,2021-03-31 00:00:00,,HINDALCO.NS
Operating Expense,2021-03-31 00:00:00,,HINDALCO.NS
Other Operating Expenses,2021-03-31 00:00:00,,HINDALCO.NS
Research And Development,2021-03-31 00:00:00,,HINDALCO.NS
Selling General And Administration,2021-03-31 00:00:00,,HINDALCO.NS
Selling And Marketing Expense,2021-03-31 00:00:00,,HINDALCO.NS
General And Administrative Expense,2021-03-31 00:00:00,,HINDALCO.NS
Rent And Landing Fees,2021-03-31 00:00:00,,HINDALCO.NS
Gross Profit,2021-03-31 00:00:00,,HINDALCO.NS
Cost Of Revenue,2021-03-31 00:00:00,,HINDALCO.NS
Total Revenue,2021-03-31 00:00:00,,HINDALCO.NS
Operating Revenue,2021-03-31 00:00:00,,HINDALCO.NS
Tax Effect Of Unusual Items,2025-03-31 00:00:00,-30194700894.877216,ONGC.NS
Tax Rate For Calcs,2025-03-31 00:00:00,0.268508,ONGC.NS
Normalized EBITDA,2025-03-31 00:00:00,1101762240000.0,ONGC.NS
Total Unusual Items,2025-03-31 00:00:00,-112453470000.0,ONGC.NS
Total Unusual Items Excluding Goodwill,2025-03-31 00:00:00,-112453470000.0,ONGC.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,362256230000.0,ONGC.NS
Reconciled Depreciation,2025-03-31 00:00:00,346927980000.0,ONGC.NS
Reconciled Cost Of Revenue,2025-03-31 00:00:00,4802264710000.0,ONGC.NS
EBITDA,2025-03-31 00:00:00,989308770000.0,ONGC.NS
EBIT,2025-03-31 00:00:00,642380790000.0,ONGC.NS
Net Interest Income,2025-03-31 00:00:00,-61101350000.0,ONGC.NS
Interest Expense,2025-03-31 00:00:00,118401980000.0,ONGC.NS
Interest Income,2025-03-31 00:00:00,46372650000.0,ONGC.NS
Normalized Income,2025-03-31 00:00:00,444514999105.1228,ONGC.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,362256230000.0,ONGC.NS
Total Expenses,2025-03-31 00:00:00,5453282240000.0,ONGC.NS
Diluted Average Shares,2025-03-31 00:00:00,12580280000.0,ONGC.NS
Basic Average Shares,2025-03-31 00:00:00,12580280000.0,ONGC.NS
Diluted EPS,2025-03-31 00:00:00,28.8,ONGC.NS
Basic EPS,2025-03-31 00:00:00,28.8,ONGC.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,362256230000.0,ONGC.NS
Net Income Common Stockholders,2025-03-31 00:00:00,362256230000.0,ONGC.NS
Otherunder Preferred Stock Dividend,2025-03-31 00:00:00,0.0,ONGC.NS
Net Income,2025-03-31 00:00:00,362256230000.0,ONGC.NS
Minority Interests,2025-03-31 00:00:00,-21029870000.0,ONGC.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,383286100000.0,ONGC.NS
Net Income Continuous Operations,2025-03-31 00:00:00,383286100000.0,ONGC.NS
Tax Provision,2025-03-31 00:00:00,140692710000.0,ONGC.NS
Pretax Income,2025-03-31 00:00:00,523978810000.0,ONGC.NS
Other Non Operating Income Expenses,2025-03-31 00:00:00,51018040000.0,ONGC.NS
Special Income Charges,2025-03-31 00:00:00,-117177890000.0,ONGC.NS
Other Special Charges,2025-03-31 00:00:00,6948840000.0,ONGC.NS
Write Off,2025-03-31 00:00:00,2798930000.0,ONGC.NS
Impairment Of Capital Assets,2025-03-31 00:00:00,107297910000.0,ONGC.NS
Restructuring And Mergern Acquisition,2025-03-31 00:00:00,132210000.0,ONGC.NS
Net Non Operating Interest Income Expense,2025-03-31 00:00:00,-61101350000.0,ONGC.NS
Total Other Finance Cost,2025-03-31 00:00:00,-10927980000.0,ONGC.NS
Interest Expense Non Operating,2025-03-31 00:00:00,118401980000.0,ONGC.NS
Interest Income Non Operating,2025-03-31 00:00:00,46372650000.0,ONGC.NS
Operating Income,2025-03-31 00:00:00,636226710000.0,ONGC.NS
Operating Expense,2025-03-31 00:00:00,651017530000.0,ONGC.NS
Other Operating Expenses,2025-03-31 00:00:00,410854160000.0,ONGC.NS
Research And Development,2025-03-31 00:00:00,6291700000.0,ONGC.NS
Selling General And Administration,2025-03-31 00:00:00,171656150000.0,ONGC.NS
Selling And Marketing Expense,2025-03-31 00:00:00,123785350000.0,ONGC.NS
General And Administrative Expense,2025-03-31 00:00:00,47870800000.0,ONGC.NS
Gross Profit,2025-03-31 00:00:00,1287244240000.0,ONGC.NS
Cost Of Revenue,2025-03-31 00:00:00,4802264710000.0,ONGC.NS
Total Revenue,2025-03-31 00:00:00,6089508950000.0,ONGC.NS
Operating Revenue,2025-03-31 00:00:00,6089508950000.0,ONGC.NS
Tax Effect Of Unusual Items,2024-03-31 00:00:00,-18814126155.135838,ONGC.NS
Tax Rate For Calcs,2024-03-31 00:00:00,0.249304,ONGC.NS
Normalized EBITDA,2024-03-31 00:00:00,1243769810000.0,ONGC.NS
Total Unusual Items,2024-03-31 00:00:00,-74904170000.0,ONGC.NS
Total Unusual Items Excluding Goodwill,2024-03-31 00:00:00,-75466570000.0,ONGC.NS
Net Income From Continuing Operation Net Minority Interest,2024-03-31 00:00:00,491439260000.0,ONGC.NS
Reconciled Depreciation,2024-03-31 00:00:00,315149280000.0,ONGC.NS
Reconciled Cost Of Revenue,2024-03-31 00:00:00,4586471670000.0,ONGC.NS
EBITDA,2024-03-31 00:00:00,1168865640000.0,ONGC.NS
EBIT,2024-03-31 00:00:00,853716360000.0,ONGC.NS
Net Interest Income,2024-03-31 00:00:00,-59732780000.0,ONGC.NS
Interest Expense,2024-03-31 00:00:00,117424210000.0,ONGC.NS
Interest Income,2024-03-31 00:00:00,42758800000.0,ONGC.NS
Normalized Income,2024-03-31 00:00:00,548654103844.86414,ONGC.NS
Net Income From Continuing And Discontinued Operation,2024-03-31 00:00:00,491439260000.0,ONGC.NS
Total Expenses,2024-03-31 00:00:00,5215989490000.0,ONGC.NS
Diluted Average Shares,2024-03-31 00:00:00,12580280000.0,ONGC.NS
Basic Average Shares,2024-03-31 00:00:00,12580280000.0,ONGC.NS
Diluted EPS,2024-03-31 00:00:00,39.06,ONGC.NS
Basic EPS,2024-03-31 00:00:00,39.06,ONGC.NS
Diluted NI Availto Com Stockholders,2024-03-31 00:00:00,491439260000.0,ONGC.NS
Net Income Common Stockholders,2024-03-31 00:00:00,491439260000.0,ONGC.NS
Otherunder Preferred Stock Dividend,2024-03-31 00:00:00,0.0,ONGC.NS
Net Income,2024-03-31 00:00:00,491439260000.0,ONGC.NS
Minority Interests,2024-03-31 00:00:00,-61292230000.0,ONGC.NS
Net Income Including Noncontrolling Interests,2024-03-31 00:00:00,552731490000.0,ONGC.NS
Net Income Continuous Operations,2024-03-31 00:00:00,552731490000.0,ONGC.NS
Tax Provision,2024-03-31 00:00:00,183560660000.0,ONGC.NS
Pretax Income,2024-03-31 00:00:00,736292150000.0,ONGC.NS
Other Non Operating Income Expenses,2024-03-31 00:00:00,50014400000.0,ONGC.NS
Special Income Charges,2024-03-31 00:00:00,-78677430000.0,ONGC.NS
Other Special Charges,2024-03-31 00:00:00,5831120000.0,ONGC.NS
Write Off,2024-03-31 00:00:00,6756360000.0,ONGC.NS
Impairment Of Capital Assets,2024-03-31 00:00:00,48577590000.0,ONGC.NS
Restructuring And Mergern Acquisition,2024-03-31 00:00:00,16949960000.0,ONGC.NS
Net Non Operating Interest Income Expense,2024-03-31 00:00:00,-59732780000.0,ONGC.NS
Total Other Finance Cost,2024-03-31 00:00:00,-14932630000.0,ONGC.NS
